text,diggCount,replyCommentTotal,createTimeISO,uniqueId,text_final,lda_topic,lda_topic_prob,lda_topic_words,bertopic_topic,bertopic_topic_prob,bertopic_topic_words,lda_best_topic,lda_best_prob,bertopic_modeling_topic,bertopic_modeling_prob
"mbg gak hanya buat anak sekolah ya gaes, ibu hamil menyusui juga dpt",3,3,2025-11-20T01:56:30.000Z,shanmarys,makan bergizi gratis tidak hanya buat anak sekolah ya gaes ibu_hamil menyusui juga dpt,5,0.8135674179412622,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9416373451915222,0,0.8429276959327466
pak Prabowo terbaik,1,0,2025-11-16T03:13:10.000Z,jonaaman44,bapak_prabowo terbaik,2,0.6074038582892256,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.7083056589459021,0,0.747587789283468
akuu taroo kotakk bekall kalau gaa mkan,0,0,2026-01-24T08:46:56.000Z,m4ttchal4tve_8,akuu taroo kotakk bekall kalau gaa mkan,5,0.4887223479116002,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.8541334243507577,-1,0.2276226117176933
"aku ga khawatir lagi adikku kelaparan saat sekolah mengingat uang jajan yang tidak sebesar teman temannya🥺
maafin teteh ya de🥺",0,0,2025-12-05T04:49:17.000Z,sanialw,saya tidak khawatir lagi adikku kelaparan saat sekolah mengingat uang_jajan yang tidak sebesar teman temannya maafin teteh ya de,5,0.8140819266141942,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.743361860768419,0,0.8060207273421258
"dg segala resiko, lambung sekecil apapun dipikirkan.",0,0,2025-11-14T14:25:21.000Z,fanfanhaan,dengan segala resiko lambung sekecil apapun dipikirkan,5,0.6807843871775154,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,6,0.4750921576111381,0,0.13729216661735308
yg berkecipung di MBG skrg ..kayaa,0,0,2026-01-11T23:40:28.000Z,wage1978,yang berkecipung di makan bergizi gratis skrg kayaa,5,0.7461568269519152,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7656003833819339,-1,0.7112902822605419
"Plis lah klo mkanan ny bermasalah, yg di salahin tuh pihak dapur, bkn presiden nya.
cobalah blajar bersihin hati, biar ber AKAL.!",0,0,2025-11-16T05:03:24.000Z,florafay95,plis lah kalau mkanan nya bermasalah yang di salahin itu pihak dapur bukan presiden nya cobalah blajar bersihin hati supaya ber akal,5,0.8181077154460014,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.7345672290181705,0,1.0
jangan tunggu lama²,0,0,2026-01-13T06:20:47.000Z,iyonvalent,jangan tunggu lama²,5,0.6021207368467102,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,0,0.7082457983549572,0,0.6043227328108332
Tetap semangat bapak semoga Allah SWT Melindungi bapak utk dlm kebijakan amjin yrb 🤲🤲,0,0,2026-01-11T13:41:25.000Z,suwarni.nani81,tetap_semangat bapak semoga_allah_swt melindungi bapak untuk dlm kebijakan amjin yrb,2,0.4328286473974129,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.6098540446680151,0,1.0
iya Pak program bapa bagus tp d awasi pak menu nya yg asal asalan mereka gk perduli enak apa enggak d makan apa enggal... klo d kritik gk Terima gk semua pengurus nya manah.. klo d jaman sekarang gk terlalu susah kaya jamn sy mungkin klo program ini d jaman saya itu bahagian bgt,0,0,2025-12-05T22:07:57.000Z,endah.endah567,ya bapak program bapa bagus_tapi di awasi bapak menu nya yang asal_asalan mereka tidak perduli enak apa enggak di makan apa enggal kalau di kritik tidak terima tidak semua pengurus nya manah kalau di jaman_sekarang tidak terlalu susah kaya jamn saya mungkin kalau program_ini di jaman saya itu bahagian sangat,5,0.8739198221994557,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6233821494568494,-1,0.6940916124736379
imo daya beli di pasar turun tuh karena org² milih beli masakan matang. Atau ngga beli ke pedagang kios deket rumah,0,0,2025-12-04T10:59:41.000Z,vega.a_lyrae,imo daya beli di pasar turun itu karena org² milih beli masakan matang atau ngga beli ke pedagang kios dekat rumah,5,0.8027995168382681,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.4897149832264911,-1,0.15157568653971212
"1,2 triliun per hari hanya untuk membangkitkan UMKM tahu yg hampir bangkrut 😁😁😁",0,0,2026-01-16T13:52:59.000Z,teungkulangsa,triliun per hari hanya untuk membangkitkan umkm tahu yang hampir_bangkrut,5,0.7759363515707604,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.4647300152669266,0,0.12489242685514773
"Saat ini yg paling penting bantu rakyat indonesia yg kena bencana pak, kalo utk MBG, tanpa ad MBG pun ank"" sekolah ttap mkan",0,0,2026-01-11T13:34:56.000Z,love.upik,saat_ini yang paling penting bantu rakyat_indonesia yang kena bencana bapak kalau untuk makan bergizi gratis tanpa ad makan bergizi gratis pun ank sekolah ttap mkan,5,0.8464333156179902,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9249858240366385,0,0.6940633384198993
"pak presiden , yg menghilangkan kemiskinan dan kelaparan solusinya buksn makan pak,kasih pekerjaan yg layak ,supaya hidup kami bisa sejahtera",0,0,2026-01-27T10:25:40.000Z,ajkhlkn,bapak_presiden yang menghilangkan kemiskinan dan kelaparan solusinya buksn makan bapak kasih pekerjaan yang layak supaya hidup kami bisa sejahtera,5,0.8216934416760396,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.6734427703138816,-1,0.3851681564123012
Lebih Baik Zaman Pak Harto tanpa MBG rakyat adil dan sejahtra,0,0,2026-01-15T08:35:15.000Z,melkysambiran,lebih_baik zaman bapak harto tanpa makan bergizi gratis rakyat adil dan sejahtra,5,0.6281379115793649,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8557176443473057,-1,0.1409068657958967
"tapi skrg yg pgn masuk sppg juga harus pake duit minimal 500rb sama orang terdekat yg punya sppg nya, kalo ngga yowis ngga bisa masuk",0,0,2026-01-11T07:30:48.000Z,ieuevaa,tetapi skrg yang pgn masuk satuan pelayanan pangan gizi juga harus pakai duit minimal rb dengan orang terdekat yang punya satuan pelayanan pangan gizi nya kalau ngga yowis ngga bisa masuk,5,0.8485523167508734,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.8644736689125639,0,0.6586234997956982
lah gw yng setiap hari teriakin siapa yng gk mau MBG ke meja gw,0,0,2026-01-20T13:33:13.000Z,niniiny4ngcantekk,lah saya yng setiap_hari teriakin siapa yng tidak mau makan bergizi gratis ke meja saya,5,0.7949092757182734,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.941655788773615,-1,0.6234090962687564
"itu pak banyak anak anak dipinggir jalan minta minta cari uang receh untuk makan.tapi kenapa mereka tidak mendapatkan makan gratis, sedangkan disekolah sekolah itu kebanyakan orang tua siswa masih bisa memberikan makanan bahkan uang jajan mereka diatas 10 sampai 20 ribu keatas",0,0,2026-01-14T13:32:45.000Z,israfil546,itu bapak banyak anak anak dipinggir jalan minta minta cari uang receh untuk makan tetapi kenapa mereka tidak mendapatkan makan_gratis sedangkan disekolah sekolah itu kebanyakan orang_tua siswa masih bisa memberikan makanan bahkan uang_jajan mereka diatas sampai ribu keatas,5,0.8710675794906353,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6148533376905156,0,0.8315940099152838
"janji"" prabowo selama 1 th udah di tunaikan sehat"" selalu pak",1,0,2026-01-07T09:24:04.000Z,user5591719188423,janji prabowo selama th sudah di tunaikan sehat_selalu bapak,5,0.5309763413323385,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6432876530402883,0,0.6104901829472387
kenapa gak dari dulu pak Prabowo jadi presiden yaaa .beliau satu satu nya presiden di negri ini yang memikirkan rakyat nya bukan kepentingan partai dan golongan nya.,0,0,2025-11-15T10:20:19.000Z,sakti1733,kenapa tidak dari_dulu bapak_prabowo jadi presiden yaaa beliau satu satu nya presiden di negri_ini yang memikirkan rakyat nya bukan kepentingan partai dan golongan nya,5,0.8290883598289491,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5910970803973941,-1,0.5526417767461925
"niatnya bagus pak, tp tlg evaluasi lg pelaksana di lapangan, sdh sesuai arahan BPK atau blm, apa justru ingin merusak program BPK ?",0,0,2026-02-01T03:22:33.000Z,wisnu.raja.mc,niatnya bagus bapak tapi tlg evaluasi_lagi pelaksana di_lapangan sudah sesuai arahan bpk atau belum apa justru ingin merusak program bpk,5,0.8336421626351905,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5541470310586927,5,0.25424927334529135
saya rasa ini program baik,0,0,2025-11-17T05:13:26.000Z,balee1999,saya rasa ini program baik,2,0.4938054902642632,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,7,0.45876488673569205,8,0.5335706027029574
Wajahnya mulus banget apa skincare nya paaakk,0,0,2025-11-14T12:27:10.000Z,tesaaprilias,wajahnya mulus sangat apa skincare nya paaakk,5,0.6562939697795384,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.35660667920626377,-1,0.03973174889682604
lah cuma abs kok🤣🤣🤣,0,0,2026-01-22T12:16:19.000Z,nisful298,lah cuma abs kenapa,5,0.680506628125724,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.6249605465786122,-1,0.8119548005411991
buktinya udh bnyk yang keracunan,0,0,2026-01-23T13:07:22.000Z,pak.slamet578,buktinya sudah banyak yang keracunan,5,0.7451545650595409,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8540844935616806,0,0.7650891463320849
"anak saya tiga SMA,SD,TK,dan yang TK kenak setanting pak, Alhamdulillah SMA seneng sekali dapat mbg kadang di bawa pulang karena ke inget adik adik nya pak,tapi yang SD dan TK belum dapet mbg belum ada pak kemungkinan masih proses",0,0,2025-12-27T03:15:06.000Z,srikus57,anak saya tiga sma sd tk dan yang tk kenak setanting bapak alhamdulillah sma senang_sekali dapat makan bergizi gratis kadang di_bawa_pulang karena ke inget adik adik nya bapak tetapi yang sd dan tk belum_dapet makan bergizi gratis belum_ada bapak kemungkinan masih proses,5,0.8574204358601997,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9553408617351111,0,0.8345626241560123
"terima kasih pak presiden ku,dengan adanya,MBG,contohnya,saya tidak punya ijazah tinggi karna dulu km orang tidakmampu untuk sekolah tinggi,cuma sampai sekolah,SD,TPI saya bersukur banget,dengan adanya,mbg,saya bisa bekerja,saya mohon lanjutkan MBG,pak presiden ku,sekali lagi terima kasih banyak ❤️❤️❤️❤️",0,0,2026-02-08T01:15:16.000Z,sundari6471,terima_kasih_bapak presiden saya dengan_adanya makan bergizi gratis contohnya saya tidak punya ijazah tinggi karena dulu km orang tidakmampu untuk sekolah tinggi cuma sampai sekolah sd tetapi saya bersukur sangat dengan_adanya makan bergizi gratis saya bisa_bekerja saya mohon lanjutkan makan bergizi gratis bapak_presiden saya sekali_lagi terima_kasih_banyak,5,0.7209178363388687,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8381013039928984,0,0.5584767750291484
lanjutkan pak presiden 🙏,0,0,2026-01-30T13:19:45.000Z,gustoncaston,lanjutkan bapak_presiden,2,0.6506832902914658,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.7083317679884614,0,0.585206692058011
penyebab nya mba.,0,0,2026-01-24T13:10:04.000Z,iwansanusihernandez,penyebab nya mba,5,0.5333332886281859,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,0,0.3750022626634714,0,0.7179197865396316
bapak keren bgt ❤️,0,0,2025-11-17T06:26:31.000Z,suci.dwi.astuti,bapak keren sangat,12,0.3523456140504338,min | keren | kelas | mokell | itu mah | di kelas | mas | kelas saya | nya ya | oke | sipil | pelatihan_bulan | aparatur | sipil negara | aparatur sipil,-1,0.0,No Topic,2,0.3384879171924488,0,1.0
"bapak punya program bagus, tp pelaksanaannya g sesuai, apalagi SMP ada yg keracunan",0,0,2026-01-29T12:53:48.000Z,bowoi070,bapak punya program bagus_tapi pelaksanaannya tidak_sesuai apalagi sampai ada yang keracunan,5,0.7888184830261125,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.6503747532476418,3,0.13890260415051758
setuju banget pak 👍 teruskan mkn gratis itu 👍💪💪🙏,0,0,2026-02-01T11:14:28.000Z,arumdewi081,setuju sangat bapak teruskan mkn_gratis itu,2,0.4387060097600776,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,2,0.7320112444461823,0,0.207341176998958
"Orang pada ga sadar ini di realisasikan dengan 19jt lapangan kerja di era Prabowo. Jangan tutup mata, kamu yang nganggur cuma bisa scroll dan menghujat fix kamu pemilih pekerjaan.",8,0,2025-12-04T23:41:17.000Z,mamasyeee,orang pada tidak sadar ini di realisasikan dengan jt_lapangan_kerja di era prabowo jangan tutup_mata anda yang nganggur cuma bisa scroll dan menghujat fix anda pemilih pekerjaan,5,0.8338329305513725,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.9215741530876983,6,0.4633753298340826
"jangan bikin program yg aneh2 pak cukup ciptakan lapangan pekerja,an pak itu baru program yg bagus jangan ajari anak2 mengharapkan pemberian ajari, skrg cari duwit sulitnya mintak ampun pak",0,0,2026-01-17T02:41:14.000Z,a03_40,jangan buat program yang aneh bapak cukup ciptakan_lapangan pekerja an bapak itu baru program yang bagus jangan ajari anak mengharapkan pemberian ajari skrg cari duwit sulitnya mintak ampun bapak,5,0.8296614942866511,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7318102851781086,3,0.1259057767776688
Allahu Akbar Allahummasolialasayidinamuhammad waalaalisayidinamuhammad,1,0,2026-01-08T08:36:08.000Z,123bima_124,allahu_akbar allahummasolialasayidinamuhammad waalaalisayidinamuhammad,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,1,0.562499917773499,0,0.9013318133059324
gw umur 24 thun aja BB aku 37-39,0,0,2025-11-15T09:33:50.000Z,nurkemalafitri,saya umur thun saja bb saya,5,0.7017610810117982,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5899690756446846,0,0.6159307394214808
"Terimakasih bapak presiden,anakku d pondok pesantren seneng banget dapet mbg,katanya makanannya enak enak,sehat panjang umur pak🥰",0,0,2025-12-04T16:04:00.000Z,ubamuyasaroh,terimakasih bapak_presiden anakku di pondok pesantren senang_sangat dapet makan bergizi gratis katanya makanannya enak enak sehat_panjang_umur bapak,5,0.6298636574741755,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6525246957975204,0,0.8027735482381879
wahwah...,0,0,2026-01-23T06:00:02.000Z,malupaku,wahwah,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.125,0,0.4963266147257547
"program bapak meng bagus masarakat pun senang, tapi pak hati hati ini bisa jadi ladang baru untuk para koruptor, mohon di pantau terus pak",0,0,2025-11-17T05:30:36.000Z,soerono.ashter22,program bapak meng bagus masarakat pun senang tetapi bapak hati hati ini bisa jadi_ladang baru untuk para_koruptor mohon di_pantau terus bapak,5,0.8254269204678444,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.7892472189831168,2,0.10366577678468956
"min aku belum dapet mbg
sekolah mi tarbiyah islamiyah",0,0,2025-11-16T07:59:42.000Z,rin_cxebr67,min saya belum_dapet makan bergizi gratis sekolah mi tarbiyah islamiyah,5,0.5935390999394695,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.569440594419866,0,0.8214881857855638
bukan mampuh atau menolak. mungkin program dari bapak cukup lah bagus... tapi cara pengolahan nya yang tidak bagus ..,0,0,2025-11-17T11:03:24.000Z,neng_rusmie,bukan mampuh atau menolak mungkin program dari bapak cukup lah bagus_tetapi cara pengolahan nya yang tidak bagus,5,0.821334174736774,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.9513779856716837,3,0.40371062615903275
bpk baik tuk membagi mbg... tapi syg mbg nya tiap hari basi pak jd ke buang2 trus...,0,0,2025-11-16T14:50:22.000Z,meiti.meifitri,bpk baik tuk membagi makan bergizi gratis tetapi syg makan bergizi gratis nya setiap_hari basi bapak jadi ke buang trus,5,0.8297336963916849,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9106913511004217,0,1.0
"hentikan pak, kasihkan saja uang biar sesuai keinginan anak dan bisa milih yg fresh tdk mambu",0,0,2025-11-17T06:10:58.000Z,kartika.sindoro,hentikan bapak kasihkan saja uang supaya sesuai keinginan anak dan bisa milih yang fresh tdk mambu,5,0.7531698115781806,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8307903009545629,0,0.707602847287731
"apakah Anda yang sama dgn saya?
beliau menyampaikan tapi kok saya yang nangis 😭",0,0,2025-11-14T13:12:21.000Z,surachman.da,apakah anda yang dengan dengan saya beliau menyampaikan tetapi kenapa saya yang menangis,5,0.8137788536825896,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5014108365364488,7,1.0
ya urusan org tuanya pak ngasih makan,0,0,2026-01-29T04:56:16.000Z,u11951,ya urusan org_tuanya bapak ngasih_makan,5,0.6967573595263671,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7092332150984492,-1,0.35067697811589865
"yg di desa semua pada seneng dapat makan gratis ,berharap kualitas makananya terjaga.",0,0,2025-11-22T03:19:41.000Z,ice.cream9230,yang di desa semua pada senang dapat makan_gratis berharap kualitas makananya terjaga,5,0.8010393142427363,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7687872389645445,-1,0.06414417208820829
"pak Prabowo panjang umur ya pak,,,",0,0,2025-11-14T14:36:15.000Z,withitun_,bapak_prabowo panjang_umur_ya bapak,2,0.6051946270782333,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.5312277588016923,-1,0.3437217067084192
lah segitumah enak,0,0,2026-01-21T13:48:17.000Z,septiani.putri589,lah segitumah enak,5,0.3372920004407054,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,3,0.3749986759277459,-1,0.5472822844364726
mubajir pak presiden.. sedangkan di luar sana banyak yg kelaparan,0,0,2026-01-17T03:23:48.000Z,roffi109,mubajir bapak_presiden sedangkan di_luar sana banyak yang kelaparan,5,0.7832653313851389,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8219355412038033,-1,0.3554414989474291
terimakasih pak Prabowo 😊,1,0,2025-11-20T02:35:40.000Z,devi_liani,terimakasih_bapak_prabowo,2,0.533333324377004,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,1,0.5624885984712108,0,0.5113338446691293
ya Allah ngerasa seneng bngt bukan berarti ngga bisa beli makanan. kdang klo anak saaya plng sekolah selalu bilang hallo kk plng bawa mbg😢.. ini buat ade zyan ini buat afiq kk minta satu yah. bayangin anggur 3 biji di bawa plng terus di makan bareng. terus ada lauk dia ambil piring 3 dia bagi' kebersamaan nya tuh masya Allah😢😢.. trimaksih pak. smnjak ada mbg anak saya lebih mengerti apa itu berbagi kepada saudara sendiri😢..,0,0,2025-11-18T01:23:39.000Z,miminsusilawati1,ya_allah ngerasa senang_banget bukan berarti ngga bisa beli makanan kdang kalau anak saaya plng sekolah selalu bilang hallo kk plng bawa makan bergizi gratis ini buat ade zyan ini buat afiq kk minta satu yah bayangin anggur biji di bawa plng terus di makan_bareng terus ada lauk dia ambil piring dia bagi kebersamaan nya itu masya_allah trimaksih bapak smnjak ada makan bergizi gratis anak saya lebih mengerti apa itu berbagi kepada saudara sendiri,5,0.8619515556649943,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8833324710707382,-1,0.5856061693994465
mbg jadi lahan korup,0,0,2026-01-18T15:12:58.000Z,syurani12345,makan bergizi gratis jadi lahan_korup,5,0.7188060392430128,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8541568456172111,0,1.0
"sehat terus pak prabowo
lebih baik tunjau lagi masalah MBG, pak",0,0,2026-01-14T18:24:52.000Z,susi.windrati,sehat_terus bapak_prabowo lebih_baik tunjau lagi masalah makan bergizi gratis bapak,5,0.4171932361605671,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6576369496772938,-1,0.5195735156901893
💪💪 pak lanjutkan pak mbg 💪💪,0,0,2025-12-14T06:05:03.000Z,dinayulia14,bapak lanjutkan bapak makan bergizi gratis,5,0.5296731929083011,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.49673285477448875,0,1.0
"yang sudah merasa kaya daripada menghina program MBG mending kasih tau anak nya jatah MBG nya kasih aja ke teman ya lagian bnyk teman nya yg pada doyan porsi nya kurang ank kalian bawain bekal dari rumah masakin rendang stik opor serah klean aja,daripada menghina program MBG tapi di makan juga Klian dan anak2 klean lbih terhina daripada yg ngasih makan",0,0,2025-11-18T01:19:19.000Z,ree_za32,yang sudah merasa_kaya daripada menghina program makan bergizi gratis mending kasih tau anak nya jatah makan bergizi gratis nya kasih saja ke_teman ya lagian banyak teman nya yang pada doyan porsi nya kurang ank anda bawain_bekal dari_rumah masakin rendang stik opor serah klean saja daripada menghina program makan bergizi gratis tetapi di makan juga klian dan anak klean lbih terhina daripada yang ngasih_makan,5,0.8785321856644394,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9237817556935689,-1,0.6728233176422274
rela bekerja seharian demi kita bisa makan bergizi.. love you all🤍🫂,0,0,2026-01-22T08:21:21.000Z,evos_laaaaa22,rela bekerja seharian demi kita bisa makan_bergizi love_you all,5,0.6030146021455457,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6149504542754908,-1,0.569479734091245
saya juga tidak paham pak🤭🤭🤭,0,0,2026-01-17T10:19:46.000Z,zaid76906,saya juga_tidak_paham bapak,5,0.6924151620160894,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,5,0.5311674649966759,0,0.820057952672338
"Ya Allah, happy banget ada MBG 🥰💕",0,0,2025-12-04T10:18:03.000Z,bucyns.review,ya_allah happy sangat ada makan bergizi gratis,5,0.760580411267795,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7656118402267362,0,1.0
apakah ini sudah benar' di perbincangkan pakk??,0,0,2026-01-22T12:18:38.000Z,urboyyyn,apakah ini sudah benar di perbincangkan pakk,5,0.7457097645318612,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.6060884447754954,0,0.17807910361247115
