,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,text_casefold,text_clean,tokens,token_count,tokens_nostop,token_count_nostop
11117,"umk terbantu
anak2 kurang mampu terbantu
anak2 merasakan kehangatan dan kebersamaan saat makan mbg
dan anak2 bisa menabung uang saku mereka
siapapun yang berkerja di MBG, semoga selalu sehat, semangat, amanah , ikhlas, dan memberikan yang sehat dan terbaik untuk anak anak bangsa❤️.",0,0,2025-12-05T13:04:57.000Z,dhenytiana_,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6792193535611569154,7580359114707059474,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0769a8681729c74844270031903a450e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3587f077&x-expires=1770796800&x-signature=F%2Fu4fGe%2BaC1rrBfvE8mtzGW9pc0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_mbgprogres,"umk terbantu
anak2 kurang mampu terbantu
anak2 merasakan kehangatan dan kebersamaan saat makan mbg
dan anak2 bisa menabung uang saku mereka
siapapun yang berkerja di mbg, semoga selalu sehat, semangat, amanah , ikhlas, dan memberikan yang sehat dan terbaik untuk anak anak bangsa❤️.",umk terbantu anak kurang mampu terbantu anak merasakan kehangatan dan kebersamaan saat makan mbg dan anak bisa menabung uang saku mereka siapapun yang berkerja di mbg semoga selalu sehat semangat amanah ikhlas dan memberikan yang sehat dan terbaik untuk anak anak bangsa,"['umk', 'terbantu', 'anak', 'kurang', 'mampu', 'terbantu', 'anak', 'merasakan', 'kehangatan', 'dan', 'kebersamaan', 'saat', 'makan', 'mbg', 'dan', 'anak', 'bisa', 'menabung', 'uang', 'saku', 'mereka', 'siapapun', 'yang', 'berkerja', 'di', 'mbg', 'semoga', 'selalu', 'sehat', 'semangat', 'amanah', 'ikhlas', 'dan', 'memberikan', 'yang', 'sehat', 'dan', 'terbaik', 'untuk', 'anak', 'anak', 'bangsa']",42,"['umk', 'terbantu', 'anak', 'terbantu', 'anak', 'merasakan', 'kehangatan', 'kebersamaan', 'makan', 'mbg', 'anak', 'menabung', 'uang', 'saku', 'berkerja', 'mbg', 'semoga', 'sehat', 'semangat', 'amanah', 'ikhlas', 'sehat', 'terbaik', 'anak', 'anak', 'bangsa']",26
11118,Alhamdulillah,0,0,2025-12-05T11:33:22.000Z,a.osngh,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7365493814730048513,7580335497970615058,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/287423e2b2bab6cef65e9829d4648c93~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c21368ec&x-expires=1770796800&x-signature=t28DWIjeLfiNKp1n14CZQ%2B53Cyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_mbgprogres,alhamdulillah,alhamdulillah,['alhamdulillah'],1,['alhamdulillah'],1
11119,masya allah,0,0,2025-12-05T11:29:57.000Z,conny.latifah,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6935320389657461761,7580334631766229778,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7335472115557171206~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83c98c8a&x-expires=1770796800&x-signature=kBtsKTvG7SDflYAz0ZcRrPv03FM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_mbgprogres,masya allah,masya allah,"['masya', 'allah']",2,"['masya', 'allah']",2
11120,🥰🥰,0,0,2025-12-05T14:08:27.000Z,esilaaa.30,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7010747277372589058,7580375464238334728,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d053b3ce7eea5a89f543147a4646e7d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a101a7e&x-expires=1770796800&x-signature=b4FJxvhLIfbp3sL57db%2BeFQPpZg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_mbgprogres,🥰🥰,,[],0,[],0
11121,"anak"" yg keracunan gimana yah nasibnya?",0,0,2025-12-05T13:38:20.000Z,ula880302,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7364370879982322704,7580367710891328274,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6390fe6e&x-expires=1770796800&x-signature=CE79UTRhD6QCiJ8zynKRkbcZOEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"anak"" yg keracunan gimana yah nasibnya?",anak yg keracunan gimana yah nasibnya,"['anak', 'yg', 'keracunan', 'gimana', 'yah', 'nasibnya']",6,"['anak', 'keracunan', 'gimana', 'nasibnya']",4
11122,"Alhamdulillah usaha kecil bisa berjalan lagi,,,semoga kedepan program MBG makin byk membawa manfaat lainnya,,byk doa dan harapan dr program ini,,, semangat semua tim MBG💙",0,1,2025-12-05T14:30:46.000Z,detyalpasah,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7350265059904095233,7580381213451289352,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a1892775e2bc300fc17e23a397b2c03a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1f4c535a&x-expires=1770796800&x-signature=fPU3R0fvskfZyl3JrLNSRmVzg3w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"alhamdulillah usaha kecil bisa berjalan lagi,,,semoga kedepan program mbg makin byk membawa manfaat lainnya,,byk doa dan harapan dr program ini,,, semangat semua tim mbg💙",alhamdulillah usaha kecil bisa berjalan lagi semoga kedepan program mbg makin byk membawa manfaat lainnya byk doa dan harapan dr program ini semangat semua tim mbg,"['alhamdulillah', 'usaha', 'kecil', 'bisa', 'berjalan', 'lagi', 'semoga', 'kedepan', 'program', 'mbg', 'makin', 'byk', 'membawa', 'manfaat', 'lainnya', 'byk', 'doa', 'dan', 'harapan', 'dr', 'program', 'ini', 'semangat', 'semua', 'tim', 'mbg']",26,"['alhamdulillah', 'usaha', 'berjalan', 'semoga', 'kedepan', 'program', 'mbg', 'byk', 'membawa', 'manfaat', 'byk', 'doa', 'harapan', 'program', 'semangat', 'tim', 'mbg']",17
11123,"membara MBG, jangan berhenti, berikan kepada anak yang menghargai makanan bergizi, bukan mereka yg kebanyakan nuntut ini itu.",0,0,2025-12-05T14:27:38.000Z,metal.slader77,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7484814705103799304,7580380411521139474,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/68078330e3afff3fa4874bb4f302e1f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d2b31097&x-expires=1770796800&x-signature=kHJvM1uuYOLs8Z4Bt4RGA1kkzq4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"membara mbg, jangan berhenti, berikan kepada anak yang menghargai makanan bergizi, bukan mereka yg kebanyakan nuntut ini itu.",membara mbg jangan berhenti berikan kepada anak yang menghargai makanan bergizi bukan mereka yg kebanyakan nuntut ini itu,"['membara', 'mbg', 'jangan', 'berhenti', 'berikan', 'kepada', 'anak', 'yang', 'menghargai', 'makanan', 'bergizi', 'bukan', 'mereka', 'yg', 'kebanyakan', 'nuntut', 'ini', 'itu']",18,"['membara', 'mbg', 'berhenti', 'anak', 'menghargai', 'makanan', 'bergizi', 'kebanyakan', 'nuntut']",9
11124,"Program MBG bagus cuma cara penyajian rasanya sangat asal, harusnya sebelum didistribusikan kokinya mencicipi dulu",0,0,2025-12-05T14:24:58.000Z,phanser9,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7408238212202906629,7580379724796543751,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/82898508db16de2bc7fca7bbe5e7ad42~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6dedd771&x-expires=1770796800&x-signature=UOAP7aemaj%2F349Cz0xoHfeOz7go%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"program mbg bagus cuma cara penyajian rasanya sangat asal, harusnya sebelum didistribusikan kokinya mencicipi dulu",program mbg bagus cuma cara penyajian rasanya sangat asal harusnya sebelum didistribusikan kokinya mencicipi dulu,"['program', 'mbg', 'bagus', 'cuma', 'cara', 'penyajian', 'rasanya', 'sangat', 'asal', 'harusnya', 'sebelum', 'didistribusikan', 'kokinya', 'mencicipi', 'dulu']",15,"['program', 'mbg', 'bagus', 'penyajian', 'didistribusikan', 'kokinya', 'mencicipi']",7
11125,masyaallah tabarakallah,0,0,2025-12-05T14:17:48.000Z,rumiyatinunu,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7571057628006614037,7580377103180710663,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c0aa883c999de85733c209800f1ada8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=81ee27b3&x-expires=1770796800&x-signature=%2FU3QTfXkKPcNuu7C%2Ff5HNerQCwg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,masyaallah tabarakallah,masyaallah tabarakallah,"['masyaallah', 'tabarakallah']",2,"['masyaallah', 'tabarakallah']",2
11126,klo masalah naik turun hrg sembako udah dr dulu ya,0,0,2025-12-05T14:12:49.000Z,fatmawati_dec70,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7252350624959071233,7580376588379521793,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7265547270287392773~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=371d3b52&x-expires=1770796800&x-signature=Qf5Rmb63IkYvRQi9vd8ubKBuDCA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,klo masalah naik turun hrg sembako udah dr dulu ya,klo masalah naik turun hrg sembako udah dr dulu ya,"['klo', 'masalah', 'naik', 'turun', 'hrg', 'sembako', 'udah', 'dr', 'dulu', 'ya']",10,"['klo', 'turun', 'hrg', 'sembako']",4
11127,💙💙💙,0,0,2025-12-05T14:03:29.000Z,bunididit,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6877573745587618818,7580374194874352392,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9927ab720f32bf2f23e1223d6d86c43d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=357632d6&x-expires=1770796800&x-signature=uk3LV%2B%2FolN71sdkoJCDae2Wub10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,💙💙💙,,[],0,[],0
11128,"Tp pliss yg bagian belanja MBG jgn ngutang pas belanja. Mana ada yg gak balik lagi. Kan kasian, untung dari jualan udah kecil tp ninggalin utang😭",0,0,2025-12-05T13:56:43.000Z,baksotusukviralbdl,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6831685477139366913,7580372423972815636,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/67ff170f38eea33a265ce7e6165d469f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c1f5798&x-expires=1770796800&x-signature=ztPhGwEAAyVBJqkEHj1H5hz3nHo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"tp pliss yg bagian belanja mbg jgn ngutang pas belanja. mana ada yg gak balik lagi. kan kasian, untung dari jualan udah kecil tp ninggalin utang😭",tp pliss yg bagian belanja mbg jgn ngutang pas belanja mana ada yg gak balik lagi kan kasian untung dari jualan udah kecil tp ninggalin utang,"['tp', 'pliss', 'yg', 'bagian', 'belanja', 'mbg', 'jgn', 'ngutang', 'pas', 'belanja', 'mana', 'ada', 'yg', 'gak', 'balik', 'lagi', 'kan', 'kasian', 'untung', 'dari', 'jualan', 'udah', 'kecil', 'tp', 'ninggalin', 'utang']",26,"['pliss', 'belanja', 'mbg', 'jgn', 'ngutang', 'pas', 'belanja', 'kasian', 'untung', 'jualan', 'ninggalin', 'utang']",12
11129,"kasian jg bapak nya temen ku, malah jdi kebalikanya, karna dia bukan pemasok mbg, jadinya penghasilanya berkurang 🥺",0,0,2025-12-05T13:47:42.000Z,giselleaerinaga,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7520219884116280337,7580370109543531280,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e5125194ad3f61a09f92dfc96f1ef19f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=16841d24&x-expires=1770796800&x-signature=EJoBgN4%2BA1IdeQl%2FezWwF6cqitw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"kasian jg bapak nya temen ku, malah jdi kebalikanya, karna dia bukan pemasok mbg, jadinya penghasilanya berkurang 🥺",kasian jg bapak nya temen ku malah jdi kebalikanya karna dia bukan pemasok mbg jadinya penghasilanya berkurang,"['kasian', 'jg', 'bapak', 'nya', 'temen', 'ku', 'malah', 'jdi', 'kebalikanya', 'karna', 'dia', 'bukan', 'pemasok', 'mbg', 'jadinya', 'penghasilanya', 'berkurang']",17,"['kasian', 'jg', 'temen', 'ku', 'jdi', 'kebalikanya', 'pemasok', 'mbg', 'penghasilanya', 'berkurang']",10
11130,mbg memang katanya loker keluarga tapi dampaknya ke masyarakat boleh juga,0,0,2025-12-05T05:09:10.000Z,inicipitd,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7563644109724075026,7580236473729024786,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7da1be32d5b4339c1770c13507207aeb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e1172dd&x-expires=1770796800&x-signature=MBz%2B57BCFWSQCt%2F78N7V0wnyStg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,mbg memang katanya loker keluarga tapi dampaknya ke masyarakat boleh juga,mbg memang katanya loker keluarga tapi dampaknya ke masyarakat boleh juga,"['mbg', 'memang', 'katanya', 'loker', 'keluarga', 'tapi', 'dampaknya', 'ke', 'masyarakat', 'boleh', 'juga']",11,"['mbg', 'loker', 'keluarga', 'dampaknya', 'masyarakat']",5
11131,"coba deh cek pasar ,,pasti tau ... dampak dr mbg itu besar trmsuk sy pnjual kantin sekolah....bukan g suka adanya MBG ..tp dampak nya bg kami pedagang sangat besar🙄",0,0,2025-12-05T13:31:59.000Z,dewi.ardiansah4,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7435248805622809655,7580366072006017800,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b478d1ad37a0638a72712d7bb74751b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b902b84&x-expires=1770796800&x-signature=6TJARCV%2F4v6Kz04LQG6JaL5qjys%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"coba deh cek pasar ,,pasti tau ... dampak dr mbg itu besar trmsuk sy pnjual kantin sekolah....bukan g suka adanya mbg ..tp dampak nya bg kami pedagang sangat besar🙄",coba deh cek pasar pasti tau dampak dr mbg itu besar trmsuk sy pnjual kantin sekolah bukan g suka adanya mbg tp dampak nya bg kami pedagang sangat besar,"['coba', 'deh', 'cek', 'pasar', 'pasti', 'tau', 'dampak', 'dr', 'mbg', 'itu', 'besar', 'trmsuk', 'sy', 'pnjual', 'kantin', 'sekolah', 'bukan', 'g', 'suka', 'adanya', 'mbg', 'tp', 'dampak', 'nya', 'bg', 'kami', 'pedagang', 'sangat', 'besar']",29,"['coba', 'cek', 'pasar', 'tau', 'dampak', 'mbg', 'trmsuk', 'sy', 'pnjual', 'kantin', 'sekolah', 'suka', 'mbg', 'dampak', 'bg', 'pedagang']",16
11132,"Alhamdulillah...
sedikit sedikit... mulai bangkit",0,0,2025-12-05T13:28:49.000Z,yudhaarikarjono,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6906414059349722113,7580365255222625031,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/f9324f04e8e97d64f8cdd2f63be93b0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02150d4b&x-expires=1770796800&x-signature=hD4PLqLXDHIv%2BR%2BcBvu9jxrobaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"alhamdulillah...
sedikit sedikit... mulai bangkit",alhamdulillah sedikit sedikit mulai bangkit,"['alhamdulillah', 'sedikit', 'sedikit', 'mulai', 'bangkit']",5,"['alhamdulillah', 'bangkit']",2
11133,giliran begini sepi woyyy😭🥹,0,0,2025-12-05T13:27:55.000Z,bundaadek6,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7511711262741627911,7580365014046524177,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef3c077d57c8f585e140e1ba03438879~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8f96caf2&x-expires=1770796800&x-signature=08nFucoaqdhvbZc0ac1GwJVqtZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,giliran begini sepi woyyy😭🥹,giliran begini sepi woyyy,"['giliran', 'begini', 'sepi', 'woyyy']",4,"['giliran', 'sepi', 'woyyy']",3
11134,"Percaya ga percaya, ada mbg ini bisa buat anak/adek/ponakan kalian bisa nabung loh☺contohnya adek saya",0,0,2025-12-05T13:19:52.000Z,xxx29_,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7002762448970204161,7580362958971159304,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7d2242ccbab7bd4a8d97d50a87406004~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=80be2314&x-expires=1770796800&x-signature=XUGQZsCbY4PuMNCQgMnQjypuvuc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"percaya ga percaya, ada mbg ini bisa buat anak/adek/ponakan kalian bisa nabung loh☺contohnya adek saya",percaya ga percaya ada mbg ini bisa buat anak adek ponakan kalian bisa nabung loh contohnya adek saya,"['percaya', 'ga', 'percaya', 'ada', 'mbg', 'ini', 'bisa', 'buat', 'anak', 'adek', 'ponakan', 'kalian', 'bisa', 'nabung', 'loh', 'contohnya', 'adek', 'saya']",18,"['percaya', 'ga', 'percaya', 'mbg', 'anak', 'adek', 'ponakan', 'nabung', 'loh', 'contohnya', 'adek']",11
11135,"td liat versi kang sayur, sekarang tahu😭
kaya gini masih aja ada yg g suka, mengolok mbg😭",0,0,2025-12-05T13:09:59.000Z,alfianna560,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7040010923726210050,7580360402866651924,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5df331ede278cd954b4861b4cc19efa9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0bef6a57&x-expires=1770796800&x-signature=3HUqKD3iMSBAL196EgJf9qsVovM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"td liat versi kang sayur, sekarang tahu😭
kaya gini masih aja ada yg g suka, mengolok mbg😭",td liat versi kang sayur sekarang tahu kaya gini masih aja ada yg g suka mengolok mbg,"['td', 'liat', 'versi', 'kang', 'sayur', 'sekarang', 'tahu', 'kaya', 'gini', 'masih', 'aja', 'ada', 'yg', 'g', 'suka', 'mengolok', 'mbg']",17,"['td', 'liat', 'versi', 'kang', 'sayur', 'gini', 'suka', 'mengolok', 'mbg']",9
11136,"Apapun itu terimakasih pak prabowo.paling tidak beliau menepati janjinya saat kampanye dulu.anak2 yg kurang beruntung tidak sarapan,tidak punya uang saku.sekarang bisa tersenyum perutnya kenyang saat belajar.kalau ada yg nggak cocok dengan MBG mungkin bukan kalian sasaranya.yg jelas banyak sektor yg kembali hidup dengan adanya MBG.ya walaupun keluh kesah ibu kantin,pedagang makanan sekitar sekolaahan sekarang penjualan berkurang 🙏.",0,0,2025-12-05T13:09:56.000Z,rdhomuda,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7412118869923759109,7580360401762861842,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/88c96f9cc57934bc27435e565df3fe32~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=666556e3&x-expires=1770796800&x-signature=zEWQ3Utp%2F7Eh7JBaFxOEpC18K0k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,"apapun itu terimakasih pak prabowo.paling tidak beliau menepati janjinya saat kampanye dulu.anak2 yg kurang beruntung tidak sarapan,tidak punya uang saku.sekarang bisa tersenyum perutnya kenyang saat belajar.kalau ada yg nggak cocok dengan mbg mungkin bukan kalian sasaranya.yg jelas banyak sektor yg kembali hidup dengan adanya mbg.ya walaupun keluh kesah ibu kantin,pedagang makanan sekitar sekolaahan sekarang penjualan berkurang 🙏.",apapun itu terimakasih pak prabowo paling tidak beliau menepati janjinya saat kampanye dulu anak yg kurang beruntung tidak sarapan tidak punya uang saku sekarang bisa tersenyum perutnya kenyang saat belajar kalau ada yg nggak cocok dengan mbg mungkin bukan kalian sasaranya yg jelas banyak sektor yg kembali hidup dengan adanya mbg ya walaupun keluh kesah ibu kantin pedagang makanan sekitar sekolaahan sekarang penjualan berkurang,"['apapun', 'itu', 'terimakasih', 'pak', 'prabowo', 'paling', 'tidak', 'beliau', 'menepati', 'janjinya', 'saat', 'kampanye', 'dulu', 'anak', 'yg', 'kurang', 'beruntung', 'tidak', 'sarapan', 'tidak', 'punya', 'uang', 'saku', 'sekarang', 'bisa', 'tersenyum', 'perutnya', 'kenyang', 'saat', 'belajar', 'kalau', 'ada', 'yg', 'nggak', 'cocok', 'dengan', 'mbg', 'mungkin', 'bukan', 'kalian', 'sasaranya', 'yg', 'jelas', 'banyak', 'sektor', 'yg', 'kembali', 'hidup', 'dengan', 'adanya', 'mbg', 'ya', 'walaupun', 'keluh', 'kesah', 'ibu', 'kantin', 'pedagang', 'makanan', 'sekitar', 'sekolaahan', 'sekarang', 'penjualan', 'berkurang']",64,"['apapun', 'terimakasih', 'prabowo', 'beliau', 'menepati', 'janjinya', 'kampanye', 'anak', 'beruntung', 'sarapan', 'uang', 'saku', 'tersenyum', 'perutnya', 'kenyang', 'belajar', 'cocok', 'mbg', 'sasaranya', 'sektor', 'hidup', 'mbg', 'keluh', 'kesah', 'kantin', 'pedagang', 'makanan', 'sekolaahan', 'penjualan', 'berkurang']",30
11137,sehat slalu bpk presiden🥰,0,0,2025-12-05T00:18:13.000Z,mawarmelatimerahputih,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7194820413452780546,7580161448946041607,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331599469722468354~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=022c7219&x-expires=1770796800&x-signature=zcosMmurSQZdLkPl6I6iamshaVk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,sehat slalu bpk presiden🥰,sehat slalu bpk presiden,"['sehat', 'slalu', 'bpk', 'presiden']",4,"['sehat', 'slalu', 'presiden']",3
11138,pak Prabowo tuh pintar banget ya ternyata saluttt😭,0,0,2025-12-05T00:41:52.000Z,lixonn2,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7162381263503754266,7580167558529352455,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5994c2a5584e1f50c262aa3b2e6d4982~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8bb9401&x-expires=1770796800&x-signature=30DQRG2B%2B7lxSLKdjKEUhgEij0o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,pak prabowo tuh pintar banget ya ternyata saluttt😭,pak prabowo tuh pintar banget ya ternyata saluttt,"['pak', 'prabowo', 'tuh', 'pintar', 'banget', 'ya', 'ternyata', 'saluttt']",8,"['prabowo', 'pintar', 'saluttt']",3
11139,iya lauk mbg seminggu bisa berkali-kali lauknya tahu,0,0,2025-12-05T00:40:20.000Z,eksiska0,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7292980109799457798,7580167125022802695,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7292992369467588613~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=323f387f&x-expires=1770796800&x-signature=5zzjTpKiPzwXjGJsaZeQLMRukV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,iya lauk mbg seminggu bisa berkali-kali lauknya tahu,iya lauk mbg seminggu bisa berkali kali lauknya tahu,"['iya', 'lauk', 'mbg', 'seminggu', 'bisa', 'berkali', 'kali', 'lauknya', 'tahu']",9,"['iya', 'lauk', 'mbg', 'seminggu', 'berkali', 'kali', 'lauknya']",7
11140,mantap mbg saya dukung pul pul mantap👍,0,0,2025-12-05T00:40:06.000Z,k_for_opal,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,7425513271228564486,7580167121062593288,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4d9399e1eb72770263a149212a4b72a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a99bbbd2&x-expires=1770796800&x-signature=MVy4sBMAJGC66tBNZjDK1PtTBYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,mantap mbg saya dukung pul pul mantap👍,mantap mbg saya dukung pul pul mantap,"['mantap', 'mbg', 'saya', 'dukung', 'pul', 'pul', 'mantap']",7,"['mantap', 'mbg', 'dukung', 'pul', 'pul', 'mantap']",6
11141,masyaallah 🥰,0,0,2025-12-05T00:39:07.000Z,atikahridwanaqiilah_,https://www.tiktok.com/@mbg.progres/video/7579854080609176853,6894000161812300802,7580166820034233096,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1608df4d08601834b30d1f7433aa49d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3bff0165&x-expires=1770796800&x-signature=9qhqLDerKz8ZRdFPj1uZ7CNVeyQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_mbgprogres,masyaallah 🥰,masyaallah,['masyaallah'],1,['masyaallah'],1
